"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","Immune_System_Processes","Inflammatory_Response","Immune_Response"
"GO:0030336","GO:0030336","GO:0030336","negative regulation of cell migration",178,0.46416776982189,2.05111646393006,3.28759474860999e-07,2.7448806948712e-05,2.12086939421607e-05,1882,"tags=28%, list=14%, signal=24%","ENSG00000137801/ENSG00000112175/ENSG00000175471/ENSG00000162552/ENSG00000163686/ENSG00000123612/ENSG00000196090/ENSG00000146674/ENSG00000134830/ENSG00000100292/ENSG00000122592/ENSG00000106991/ENSG00000101280/ENSG00000081189/ENSG00000164938/ENSG00000164690/ENSG00000175471/ENSG00000148400/ENSG00000116717/ENSG00000128917/ENSG00000075213/ENSG00000145147/ENSG00000015413/ENSG00000107562/ENSG00000166923/ENSG00000276644/ENSG00000139567/ENSG00000108187/ENSG00000182054/ENSG00000139146/ENSG00000171522/ENSG00000185532/ENSG00000166923/ENSG00000173334/ENSG00000187391/ENSG00000168675/ENSG00000100065/ENSG00000125249/ENSG00000189058/ENSG00000204472/ENSG00000153233/ENSG00000118689/ENSG00000184113/ENSG00000109062/ENSG00000103034/ENSG00000089820/ENSG00000089820/ENSG00000123384/ENSG00000129244/ENSG00000173269/ENSG00000091879/ENSG00000006638/ENSG00000197381/ENSG00000164741/ENSG00000138061/ENSG00000196369/ENSG00000120129/ENSG00000196220/ENSG00000107562/ENSG00000068001/ENSG00000116044/ENSG00000166780/ENSG00000271447/ENSG00000148400/ENSG00000108187","FALSE","FALSE","FALSE"
"GO:0007264","GO:0007264","GO:0007264","small GTPase mediated signal transduction",392,0.359261437191804,1.69094936286199,3.53802356304375e-07,2.89910002943123e-05,2.24002906016289e-05,2935,"tags=34%, list=22%, signal=27%","ENSG00000068831/ENSG00000187266/ENSG00000113721/ENSG00000165029/ENSG00000100292/ENSG00000138670/ENSG00000099250/ENSG00000120645/ENSG00000179604/ENSG00000187678/ENSG00000124762/ENSG00000128283/ENSG00000189056/ENSG00000136237/ENSG00000198121/ENSG00000136297/ENSG00000141968/ENSG00000179331/ENSG00000148400/ENSG00000147443/ENSG00000100055/ENSG00000034971/ENSG00000131037/ENSG00000145147/ENSG00000139998/ENSG00000106683/ENSG00000163219/ENSG00000172007/ENSG00000177105/ENSG00000078589/ENSG00000128283/ENSG00000105137/ENSG00000123892/ENSG00000143344/ENSG00000138639/ENSG00000138193/ENSG00000150594/ENSG00000105339/ENSG00000150594/ENSG00000213445/ENSG00000031081/ENSG00000108309/ENSG00000096968/ENSG00000147443/ENSG00000104880/ENSG00000185386/ENSG00000120907/ENSG00000182162/ENSG00000128340/ENSG00000047648/ENSG00000095370/ENSG00000204882/ENSG00000079337/ENSG00000164056/ENSG00000164220/ENSG00000185989/ENSG00000116991/ENSG00000008256/ENSG00000135905/ENSG00000164691/ENSG00000125249/ENSG00000006740/ENSG00000076864/ENSG00000089639/ENSG00000204472/ENSG00000100351/ENSG00000070193/ENSG00000124126/ENSG00000134516/ENSG00000115325/ENSG00000108669/ENSG00000104140/ENSG00000145819/ENSG00000124313/ENSG00000186716/ENSG00000089820/ENSG00000128512/ENSG00000137710/ENSG00000089820/ENSG00000124313/ENSG00000119522/ENSG00000103197/ENSG00000039523/ENSG00000180448/ENSG00000158186/ENSG00000164251/ENSG00000047648/ENSG00000178623/ENSG00000128805/ENSG00000116574/ENSG00000164741/ENSG00000105538/ENSG00000132669/ENSG00000185950/ENSG00000196220/ENSG00000139679/ENSG00000075884/ENSG00000134259/ENSG00000140750/ENSG00000196914/ENSG00000214944/ENSG00000125733/ENSG00000139725/ENSG00000126217/ENSG00000114790/ENSG00000105122/ENSG00000079805/ENSG00000240771/ENSG00000148400/ENSG00000071205/ENSG00000116954/ENSG00000088538/ENSG00000128849/ENSG00000125245/ENSG00000088387/ENSG00000133121/ENSG00000113916/ENSG00000110395/ENSG00000127084/ENSG00000181467/ENSG00000114993/ENSG00000064490/ENSG00000158769/ENSG00000091428/ENSG00000137936/ENSG00000116288/ENSG00000110237/ENSG00000064300/ENSG00000099250/ENSG00000101977/ENSG00000185950/ENSG00000125733/ENSG00000107099/ENSG00000137962/ENSG00000134215/ENSG00000079805/ENSG00000137962/ENSG00000173406/ENSG00000108352/ENSG00000181788/ENSG00000076928/ENSG00000051382/ENSG00000176783/ENSG00000170471/ENSG00000163947/ENSG00000168421/ENSG00000171680/ENSG00000143772/ENSG00000160691/ENSG00000186635/ENSG00000076864/ENSG00000169855/ENSG00000177606/ENSG00000147251/ENSG00000206418/ENSG00000213341/ENSG00000159842/ENSG00000123329/ENSG00000197283/ENSG00000273749/ENSG00000141068/ENSG00000165895/ENSG00000204138/ENSG00000128849/ENSG00000105851/ENSG00000101977","FALSE","FALSE","FALSE"
"GO:0022412","GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism",191,-0.550719766969416,-1.8205461997805,3.58253805918308e-07,2.89910002943123e-05,2.24002906016289e-05,1518,"tags=32%, list=11%, signal=29%","ENSG00000140463/ENSG00000149311/ENSG00000133105/ENSG00000118690/ENSG00000182749/ENSG00000168556/ENSG00000047188/ENSG00000125863/ENSG00000110492/ENSG00000162782/ENSG00000255346/ENSG00000225697/ENSG00000163806/ENSG00000188613/ENSG00000144061/ENSG00000160401/ENSG00000177138/ENSG00000101104/ENSG00000095627/ENSG00000054796/ENSG00000163661/ENSG00000001626/ENSG00000158169/ENSG00000272514/ENSG00000136811/ENSG00000166086/ENSG00000198765/ENSG00000141577/ENSG00000181378/ENSG00000173769/ENSG00000164104/ENSG00000120498/ENSG00000136492/ENSG00000110218/ENSG00000095002/ENSG00000134874/ENSG00000173809/ENSG00000164113/ENSG00000104044/ENSG00000137819/ENSG00000161594/ENSG00000161594/ENSG00000143452/ENSG00000161594/ENSG00000112029/ENSG00000177707/ENSG00000256453/ENSG00000133101/ENSG00000170820/ENSG00000112981/ENSG00000137090/ENSG00000077800/ENSG00000112530/ENSG00000100918/ENSG00000121621/ENSG00000160188/ENSG00000087586/ENSG00000131747/ENSG00000152670/ENSG00000100078/ENSG00000160207/ENSG00000112742/ENSG00000157456/ENSG00000101489/ENSG00000144451/ENSG00000166851/ENSG00000152670/ENSG00000134057/ENSG00000161594/ENSG00000141384/ENSG00000017427/ENSG00000188372","FALSE","FALSE","FALSE"
"GO:0043299","GO:0043299","GO:0043299","leukocyte degranulation",337,0.373736547488275,1.69407928592373,4.1049893481257e-07,3.16802733597453e-05,2.44781940047982e-05,1691,"tags=22%, list=13%, signal=20%","ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000127951/ENSG00000103196/ENSG00000123146/ENSG00000261371/ENSG00000100292/ENSG00000140678/ENSG00000101336/ENSG00000143119/ENSG00000101160/ENSG00000148346/ENSG00000148346/ENSG00000244734/ENSG00000064601/ENSG00000110934/ENSG00000163191/ENSG00000170266/ENSG00000196415/ENSG00000010671/ENSG00000101425/ENSG00000137509/ENSG00000001036/ENSG00000185475/ENSG00000109861/ENSG00000198805/ENSG00000092531/ENSG00000165025/ENSG00000104763/ENSG00000241839/ENSG00000177105/ENSG00000051620/ENSG00000049860/ENSG00000158825/ENSG00000109323/ENSG00000038002/ENSG00000023697/ENSG00000102393/ENSG00000110719/ENSG00000164713/ENSG00000130038/ENSG00000000938/ENSG00000033327/ENSG00000196743/ENSG00000197746/ENSG00000085719/ENSG00000128340/ENSG00000165168/ENSG00000033627/ENSG00000139370/ENSG00000108405/ENSG00000141012/ENSG00000125810/ENSG00000164733/ENSG00000103544/ENSG00000151651/ENSG00000197081/ENSG00000185896/ENSG00000204386/ENSG00000160255/ENSG00000100299/ENSG00000093072/ENSG00000134516/ENSG00000196415/ENSG00000143162/ENSG00000127329/ENSG00000105514/ENSG00000110442/ENSG00000114520/ENSG00000100554/ENSG00000157404/ENSG00000255587/ENSG00000198805/ENSG00000138246/ENSG00000180448/ENSG00000164251/ENSG00000172057/ENSG00000197548/ENSG00000115828/ENSG00000080824/ENSG00000130038/ENSG00000165102/ENSG00000204386/ENSG00000100284/ENSG00000179348/ENSG00000005893/ENSG00000183020/ENSG00000160796/ENSG00000166825","TRUE","FALSE","FALSE"
"GO:0042073","GO:0042073","GO:0042073","intraciliary transport",43,-0.741843292209746,-2.07606108674306,4.3540464170413e-07,3.27175487909103e-05,2.5279658971724e-05,2700,"tags=78%, list=20%, signal=63%","ENSG00000187240/ENSG00000117155/ENSG00000196659/ENSG00000187535/ENSG00000122970/ENSG00000105948/ENSG00000112144/ENSG00000138175/ENSG00000119333/ENSG00000131437/ENSG00000138036/ENSG00000088986/ENSG00000075945/ENSG00000123607/ENSG00000084731/ENSG00000084731/ENSG00000101350/ENSG00000138002/ENSG00000111837/ENSG00000213123/ENSG00000163913/ENSG00000135338/ENSG00000100360/ENSG00000117245/ENSG00000126870/ENSG00000119650/ENSG00000118965/ENSG00000204104/ENSG00000138175/ENSG00000141577/ENSG00000114446/ENSG00000032742/ENSG00000079974/ENSG00000264364/ENSG00000128581/ENSG00000117155","FALSE","FALSE","FALSE"
"GO:0034728","GO:0034728","GO:0034728","nucleosome organization",76,-0.666573036597527,-2.0158931894936,4.91610293804151e-07,3.4944191154187e-05,2.70001044719464e-05,3005,"tags=48%, list=23%, signal=38%","ENSG00000105447/ENSG00000120334/ENSG00000128908/ENSG00000143401/ENSG00000204256/ENSG00000181163/ENSG00000132475/ENSG00000151725/ENSG00000125398/ENSG00000066117/ENSG00000189308/ENSG00000189060/ENSG00000099284/ENSG00000175792/ENSG00000178028/ENSG00000075856/ENSG00000187475/ENSG00000187475/ENSG00000127616/ENSG00000162521/ENSG00000119335/ENSG00000127616/ENSG00000187475/ENSG00000187475/ENSG00000187475/ENSG00000118900/ENSG00000125398/ENSG00000105011/ENSG00000164104/ENSG00000188486/ENSG00000188312/ENSG00000197837/ENSG00000196497/ENSG00000129534/ENSG00000167670/ENSG00000102384/ENSG00000073111/ENSG00000132780/ENSG00000101812/ENSG00000166451/ENSG00000159055/ENSG00000102901/ENSG00000183598/ENSG00000188486/ENSG00000100162/ENSG00000159259/ENSG00000123219","FALSE","FALSE","FALSE"
"GO:0002444","GO:0002444","GO:0002444","myeloid leukocyte mediated immunity",344,0.365041112957113,1.65419711497365,6.57859910887278e-07,4.21993064788669e-05,3.26058679837713e-05,2300,"tags=27%, list=17%, signal=23%","ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000127951/ENSG00000103196/ENSG00000123146/ENSG00000261371/ENSG00000100292/ENSG00000140678/ENSG00000143119/ENSG00000101160/ENSG00000148346/ENSG00000148346/ENSG00000244734/ENSG00000064601/ENSG00000110934/ENSG00000163191/ENSG00000170266/ENSG00000196415/ENSG00000010671/ENSG00000101425/ENSG00000137509/ENSG00000001036/ENSG00000185475/ENSG00000109861/ENSG00000198805/ENSG00000092531/ENSG00000165025/ENSG00000104763/ENSG00000241839/ENSG00000177105/ENSG00000051620/ENSG00000049860/ENSG00000158825/ENSG00000109323/ENSG00000038002/ENSG00000023697/ENSG00000102393/ENSG00000110719/ENSG00000164713/ENSG00000130038/ENSG00000000938/ENSG00000033327/ENSG00000196743/ENSG00000197746/ENSG00000085719/ENSG00000128340/ENSG00000165168/ENSG00000033627/ENSG00000139370/ENSG00000108405/ENSG00000141012/ENSG00000125810/ENSG00000164733/ENSG00000103544/ENSG00000151651/ENSG00000197081/ENSG00000185896/ENSG00000204386/ENSG00000160255/ENSG00000100299/ENSG00000093072/ENSG00000134516/ENSG00000196415/ENSG00000143162/ENSG00000127329/ENSG00000105514/ENSG00000110442/ENSG00000114520/ENSG00000100554/ENSG00000157404/ENSG00000255587/ENSG00000198805/ENSG00000138246/ENSG00000180448/ENSG00000164251/ENSG00000172057/ENSG00000197548/ENSG00000115828/ENSG00000080824/ENSG00000130038/ENSG00000165102/ENSG00000204386/ENSG00000100284/ENSG00000179348/ENSG00000005893/ENSG00000183020/ENSG00000160796/ENSG00000166825/ENSG00000139725/ENSG00000183020/ENSG00000148444/ENSG00000101152/ENSG00000166825/ENSG00000163131/ENSG00000144589/ENSG00000163754/ENSG00000108828/ENSG00000156508/ENSG00000119655/ENSG00000165732/ENSG00000261371/ENSG00000106348/ENSG00000099940/ENSG00000110395/ENSG00000130755/ENSG00000069424/ENSG00000181467/ENSG00000121053/ENSG00000120868/ENSG00000101425/ENSG00000109270/ENSG00000172232/ENSG00000166825","TRUE","FALSE","FALSE"
"GO:0030003","GO:0030003","GO:0030003","cellular cation homeostasis",410,0.343642514109991,1.59953855497074,9.98833408643032e-07,5.9032176735532e-05,4.5612014083628e-05,2160,"tags=28%, list=16%, signal=24%","ENSG00000160683/ENSG00000004939/ENSG00000125910/ENSG00000158578/ENSG00000164756/ENSG00000133789/ENSG00000151617/ENSG00000072954/ENSG00000174600/ENSG00000187258/ENSG00000069018/ENSG00000136997/ENSG00000134830/ENSG00000100292/ENSG00000112936/ENSG00000204442/ENSG00000120280/ENSG00000148346/ENSG00000148346/ENSG00000136867/ENSG00000151067/ENSG00000127129/ENSG00000173585/ENSG00000170214/ENSG00000225697/ENSG00000198121/ENSG00000118729/ENSG00000110148/ENSG00000136160/ENSG00000179331/ENSG00000168959/ENSG00000111199/ENSG00000188906/ENSG00000106688/ENSG00000176720/ENSG00000089060/ENSG00000166501/ENSG00000175197/ENSG00000118432/ENSG00000154127/ENSG00000125510/ENSG00000078589/ENSG00000107562/ENSG00000068724/ENSG00000049860/ENSG00000104369/ENSG00000171303/ENSG00000123892/ENSG00000071553/ENSG00000138193/ENSG00000110719/ENSG00000162438/ENSG00000171522/ENSG00000162946/ENSG00000121966/ENSG00000096968/ENSG00000113732/ENSG00000131238/ENSG00000168398/ENSG00000120907/ENSG00000182162/ENSG00000187258/ENSG00000033627/ENSG00000072274/ENSG00000204882/ENSG00000108405/ENSG00000104154/ENSG00000088836/ENSG00000143553/ENSG00000164220/ENSG00000196950/ENSG00000185989/ENSG00000186810/ENSG00000198959/ENSG00000079689/ENSG00000166501/ENSG00000168079/ENSG00000138449/ENSG00000047249/ENSG00000102805/ENSG00000113739/ENSG00000092529/ENSG00000186912/ENSG00000131100/ENSG00000129048/ENSG00000100554/ENSG00000055732/ENSG00000153162/ENSG00000117410/ENSG00000132446/ENSG00000133107/ENSG00000114573/ENSG00000136888/ENSG00000064547/ENSG00000164251/ENSG00000159720/ENSG00000123384/ENSG00000070961/ENSG00000129244/ENSG00000133789/ENSG00000178623/ENSG00000165240/ENSG00000155962/ENSG00000147416/ENSG00000006638/ENSG00000166949/ENSG00000173578/ENSG00000065000/ENSG00000127129/ENSG00000139679/ENSG00000179348/ENSG00000114573/ENSG00000076351/ENSG00000107562/ENSG00000122679/ENSG00000101997/ENSG00000133112/ENSG00000171132/ENSG00000158014/ENSG00000179934/ENSG00000173585/ENSG00000165046/ENSG00000167535/ENSG00000273079/ENSG00000033867/ENSG00000143882/ENSG00000091138/ENSG00000149596/ENSG00000050628/ENSG00000136003/ENSG00000126353/ENSG00000131507/ENSG00000197930/ENSG00000125245/ENSG00000160013/ENSG00000090674/ENSG00000183023/ENSG00000197943/ENSG00000105974/ENSG00000185149/ENSG00000118160","FALSE","FALSE","FALSE"
"GO:0051303","GO:0051303","GO:0051303","establishment of chromosome localization",54,-0.710807520296384,-2.05701556604243,1.14128380331894e-06,6.59687121478858e-05,5.09716224940939e-05,1493,"tags=34%, list=11%, signal=30%","ENSG00000149311/ENSG00000086065/ENSG00000083535/ENSG00000072864/ENSG00000054796/ENSG00000143228/ENSG00000146670/ENSG00000040275/ENSG00000149503/ENSG00000237649/ENSG00000178999/ENSG00000167842/ENSG00000163611/ENSG00000118193/ENSG00000121621/ENSG00000249961/ENSG00000117724/ENSG00000126787/ENSG00000138778/ENSG00000134057/ENSG00000134690/ENSG00000080986","FALSE","FALSE","FALSE"
"GO:0051383","GO:0051383","GO:0051383","kinetochore organization",15,-0.884872645468195,-2.03910872779936,1.38587428746059e-06,7.8179064072845e-05,6.04061169472192e-05,901,"tags=67%, list=7%, signal=62%","ENSG00000143228/ENSG00000136824/ENSG00000166451/ENSG00000167842/ENSG00000102901/ENSG00000117724/ENSG00000126787/ENSG00000138778/ENSG00000080986/ENSG00000123219","FALSE","FALSE","FALSE"
"GO:0010506","GO:0010506","GO:0010506","regulation of autophagy",242,0.411173888014469,1.84499973546319,1.4611140635288e-06,8.00568747308486e-05,6.18570328868935e-05,2917,"tags=32%, list=22%, signal=26%","ENSG00000166289/ENSG00000100292/ENSG00000115592/ENSG00000061337/ENSG00000136436/ENSG00000177628/ENSG00000064601/ENSG00000080546/ENSG00000164938/ENSG00000150907/ENSG00000188906/ENSG00000176720/ENSG00000175197/ENSG00000112561/ENSG00000134248/ENSG00000197746/ENSG00000113732/ENSG00000120907/ENSG00000167207/ENSG00000033627/ENSG00000019991/ENSG00000077585/ENSG00000188186/ENSG00000149639/ENSG00000171206/ENSG00000118689/ENSG00000047249/ENSG00000172803/ENSG00000131100/ENSG00000023287/ENSG00000143384/ENSG00000100554/ENSG00000117410/ENSG00000101255/ENSG00000114573/ENSG00000103197/ENSG00000136888/ENSG00000106617/ENSG00000159720/ENSG00000172057/ENSG00000177058/ENSG00000147416/ENSG00000197548/ENSG00000153558/ENSG00000105538/ENSG00000123240/ENSG00000169252/ENSG00000128052/ENSG00000114573/ENSG00000104312/ENSG00000136436/ENSG00000163820/ENSG00000176641/ENSG00000116209/ENSG00000143882/ENSG00000123395/ENSG00000116954/ENSG00000141458/ENSG00000156508/ENSG00000150867/ENSG00000078804/ENSG00000168890/ENSG00000204977/ENSG00000100330/ENSG00000011405/ENSG00000156171/ENSG00000163874/ENSG00000163874/ENSG00000150907/ENSG00000173846/ENSG00000083750/ENSG00000116288/ENSG00000109270/ENSG00000188603/ENSG00000204308/ENSG00000129515/ENSG00000141568/ENSG00000069329/ENSG00000171791/ENSG00000051382/ENSG00000107643/ENSG00000169252/ENSG00000136048/ENSG00000155097/ENSG00000111725/ENSG00000069869/ENSG00000198382/ENSG00000171130/ENSG00000116586/ENSG00000150995/ENSG00000177076/ENSG00000070770/ENSG00000163331","FALSE","FALSE","FALSE"
"GO:0006334","GO:0006334","GO:0006334","nucleosome assembly",53,-0.703763458030175,-2.03120830232802,1.47891006913851e-06,8.01965666357583e-05,6.19649677367746e-05,1999,"tags=50%, list=15%, signal=43%","ENSG00000189060/ENSG00000099284/ENSG00000175792/ENSG00000075856/ENSG00000187475/ENSG00000187475/ENSG00000162521/ENSG00000119335/ENSG00000187475/ENSG00000187475/ENSG00000187475/ENSG00000118900/ENSG00000125398/ENSG00000105011/ENSG00000164104/ENSG00000188486/ENSG00000188312/ENSG00000197837/ENSG00000196497/ENSG00000129534/ENSG00000167670/ENSG00000102384/ENSG00000073111/ENSG00000132780/ENSG00000101812/ENSG00000166451/ENSG00000159055/ENSG00000102901/ENSG00000183598/ENSG00000188486/ENSG00000100162/ENSG00000159259/ENSG00000123219","FALSE","FALSE","FALSE"
"GO:0051783","GO:0051783","GO:0051783","regulation of nuclear division",91,-0.626363623244526,-1.93793325905145,1.65356799840191e-06,8.78562391070106e-05,6.7883317829131e-05,1829,"tags=36%, list=14%, signal=32%","ENSG00000128789/ENSG00000164754/ENSG00000181773/ENSG00000167244/ENSG00000154473/ENSG00000149311/ENSG00000124006/ENSG00000179218/ENSG00000053900/ENSG00000127564/ENSG00000103056/ENSG00000178295/ENSG00000288000/ENSG00000164109/ENSG00000124688/ENSG00000143452/ENSG00000112029/ENSG00000040275/ENSG00000138182/ENSG00000178999/ENSG00000137090/ENSG00000138182/ENSG00000136122/ENSG00000148773/ENSG00000087586/ENSG00000128789/ENSG00000117724/ENSG00000126787/ENSG00000112742/ENSG00000169679/ENSG00000117650/ENSG00000166851/ENSG00000134057/ENSG00000156509/ENSG00000080986/ENSG00000017427/ENSG00000138798","FALSE","FALSE","FALSE"
"GO:0006897","GO:0006897","GO:0006897","endocytosis",385,0.353383746834548,1.65404372095912,1.6999043684385e-06,8.86792645547553e-05,6.85192396329618e-05,1773,"tags=20%, list=13%, signal=18%","ENSG00000244734/ENSG00000012124/ENSG00000211899/ENSG00000244734/ENSG00000244734/ENSG00000130643/ENSG00000244734/ENSG00000244734/ENSG00000137801/ENSG00000007908/ENSG00000175471/ENSG00000019169/ENSG00000158270/ENSG00000115232/ENSG00000135047/ENSG00000107611/ENSG00000074317/ENSG00000244734/ENSG00000136717/ENSG00000140368/ENSG00000164690/ENSG00000110934/ENSG00000175471/ENSG00000135047/ENSG00000116675/ENSG00000188906/ENSG00000163219/ENSG00000165025/ENSG00000170835/ENSG00000153071/ENSG00000177105/ENSG00000166923/ENSG00000134243/ENSG00000162139/ENSG00000166311/ENSG00000166126/ENSG00000163956/ENSG00000170835/ENSG00000166923/ENSG00000168077/ENSG00000041353/ENSG00000144366/ENSG00000028528/ENSG00000138760/ENSG00000131238/ENSG00000152672/ENSG00000099785/ENSG00000205302/ENSG00000115234/ENSG00000128340/ENSG00000167601/ENSG00000072274/ENSG00000187391/ENSG00000086300/ENSG00000197081/ENSG00000204472/ENSG00000168079/ENSG00000124507/ENSG00000160255/ENSG00000110651/ENSG00000134516/ENSG00000047249/ENSG00000104140/ENSG00000110651/ENSG00000163513/ENSG00000105290/ENSG00000260903/ENSG00000129048/ENSG00000103319/ENSG00000119522/ENSG00000103197/ENSG00000070718/ENSG00000138246/ENSG00000164251/ENSG00000123384/ENSG00000171365/ENSG00000131374/ENSG00000196586/ENSG00000109103/ENSG00000116574/ENSG00000143858/ENSG00000118473/ENSG00000080824/ENSG00000100284/ENSG00000132669/ENSG00000169252/ENSG00000130340/ENSG00000179348/ENSG00000183020/ENSG00000197594/ENSG00000075429/ENSG00000025434/ENSG00000122679/ENSG00000125733/ENSG00000183020/ENSG00000024422/ENSG00000114738","FALSE","FALSE","FALSE"
"GO:0003013","GO:0003013","GO:0003013","circulatory system process",378,0.346214273670386,1.59924618326023,2.55545866411919e-06,0.0001221973870297,9.44174727479829e-05,1739,"tags=22%, list=13%, signal=20%","ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000274286/ENSG00000152779/ENSG00000151617/ENSG00000072954/ENSG00000095303/ENSG00000067191/ENSG00000100292/ENSG00000113389/ENSG00000163406/ENSG00000177674/ENSG00000128271/ENSG00000121064/ENSG00000102032/ENSG00000101160/ENSG00000183072/ENSG00000185313/ENSG00000244734/ENSG00000151067/ENSG00000136717/ENSG00000127129/ENSG00000149452/ENSG00000182963/ENSG00000170214/ENSG00000118729/ENSG00000170624/ENSG00000136160/ENSG00000181072/ENSG00000087258/ENSG00000151229/ENSG00000137509/ENSG00000183087/ENSG00000111199/ENSG00000103647/ENSG00000128917/ENSG00000075213/ENSG00000006283/ENSG00000158296/ENSG00000106688/ENSG00000145147/ENSG00000133019/ENSG00000265107/ENSG00000128165/ENSG00000118432/ENSG00000151702/ENSG00000107562/ENSG00000139567/ENSG00000171303/ENSG00000186642/ENSG00000115041/ENSG00000150594/ENSG00000112499/ENSG00000131389/ENSG00000150594/ENSG00000185532/ENSG00000182132/ENSG00000121966/ENSG00000096968/ENSG00000168398/ENSG00000120907/ENSG00000186115/ENSG00000072274/ENSG00000108405/ENSG00000265107/ENSG00000163817/ENSG00000188176/ENSG00000169836/ENSG00000102683/ENSG00000068024/ENSG00000174059/ENSG00000176387/ENSG00000184113/ENSG00000109062/ENSG00000160460/ENSG00000180176/ENSG00000131389/ENSG00000121068/ENSG00000128512/ENSG00000185053/ENSG00000153904/ENSG00000153162/ENSG00000184588/ENSG00000185313/ENSG00000164251/ENSG00000123384/ENSG00000070961/ENSG00000129244/ENSG00000155962/ENSG00000149575/ENSG00000100311/ENSG00000006638/ENSG00000145244/ENSG00000188338/ENSG00000174233/ENSG00000181072/ENSG00000166949/ENSG00000127129/ENSG00000169252/ENSG00000075429/ENSG00000168389/ENSG00000196639/ENSG00000166825/ENSG00000107562/ENSG00000122679/ENSG00000213949/ENSG00000172572","FALSE","FALSE","FALSE"
